           ﻿nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";8.69;"SULAWESI SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";11.24;"SULAWESI TENGGARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";15.52;GORONTALO
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";11.02;"SULAWESI BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";17.69;MALUKU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";6.77;"MALUKU UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";22.17;"PAPUA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";27.53;PAPUA
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2019;"Semester 1 (Maret)";9.41;INDONESIA
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";15.97;ACEH
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";9.22;"SUMATERA UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";6.65;"SUMATERA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";7.39;RIAU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";7.92;JAMBI
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";12.8;"SUMATERA SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";15.43;BENGKULU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";13.14;LAMPUNG
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";5.25;"KEP. BANGKA BELITUNG"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";6.2;"KEP. RIAU"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";3.57;"DKI JAKARTA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";7.45;"JAWA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";11.32;"JAWA TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";12.13;"DI YOGYAKARTA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";10.98;"JAWA TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";5.24;BANTEN
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";4.01;BALI
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";14.75;"NUSA TENGGARA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";21.35;"NUSA TENGGARA TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";7.77;"KALIMANTAN BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";5.17;"KALIMANTAN TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";4.54;"KALIMANTAN SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";6.03;"KALIMANTAN TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";7.09;"KALIMANTAN UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";7.8;"SULAWESI UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";14.01;"SULAWESI TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";9.06;"SULAWESI SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";11.63;"SULAWESI TENGGARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";16.81;GORONTALO
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";11.25;"SULAWESI BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";18.12;MALUKU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";6.64;"MALUKU UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";23.01;"PAPUA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";27.74;PAPUA
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2018;"Semester 1 (Maret)";9.82;INDONESIA
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";16.891417948043;ACEH
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";10.222538615186;"SUMATERA UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";6.8699056969127;"SUMATERA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";7.775611516629;RIAU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";8.1850430942181;JAMBI
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";13.190172414218;"SUMATERA SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";16.450415543039;BENGKULU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";13.687457691363;LAMPUNG
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";5.2043545330452;"KEP. BANGKA BELITUNG"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";6.0596529403607;"KEP. RIAU"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";3.7651292603541;"DKI JAKARTA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";8.7073743059086;"JAWA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";13.014512969116;"JAWA TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";13.02;"DI YOGYAKARTA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";11.76651999108;"JAWA TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";5.4497820599732;BANTEN
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";4.25343250538;BALI
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";16.066171460654;"NUSA TENGGARA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";21.852289593041;"NUSA TENGGARA TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";7.8829878928359;"KALIMANTAN BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";5.3701062131635;"KALIMANTAN TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";4.7255483631997;"KALIMANTAN SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";6.1900480132877;"KALIMANTAN TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";7.224018334536;"KALIMANTAN UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";8.1008809794501;"SULAWESI UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";14.140396378767;"SULAWESI TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";9.378755588296;"SULAWESI SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";12.81015455646;"SULAWESI TENGGARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";17.646715048791;GORONTALO
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";11.30437289816;"SULAWESI BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";18.448352923422;MALUKU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";6.3542384572476;"MALUKU UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";25.102098990205;"PAPUA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";27.615382030923;PAPUA
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";10.636614412302;INDONESIA
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";16.72628468302;ACEH
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";10.354156081572;"SUMATERA UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";7.085804663959;"SUMATERA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";7.9765544444371;RIAU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";8.4131795980682;JAMBI
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";13.538740435626;"SUMATERA SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";17.319784171172;BENGKULU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";14.292922447315;LAMPUNG
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";5.2174477381869;"KEP. BANGKA BELITUNG"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";5.9779877166567;"KEP. RIAU"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";3.7483224389279;"DKI JAKARTA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";8.9477255531379;"JAWA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";13.272038340464;"JAWA TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";13.34;"DI YOGYAKARTA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";12.054103416375;"JAWA TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";5.4206930185303;BANTEN
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";4.2543366842462;BALI
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";16.481238014158;"NUSA TENGGARA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";22.188349225843;"NUSA TENGGARA TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";7.8732914140667;"KALIMANTAN BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";5.657275133636;"KALIMANTAN TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";4.8453096562589;"KALIMANTAN SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";6.1140529844371;"KALIMANTAN TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";6.22933207789;"KALIMANTAN UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";8.3439244692498;"SULAWESI UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";14.448982315369;"SULAWESI TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";9.4006476852417;"SULAWESI SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";12.878488858514;"SULAWESI TENGGARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";17.724441938266;GORONTALO
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";11.74499027902;"SULAWESI BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";19.184984202647;MALUKU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";6.3288232051282;"MALUKU UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";25.432515123021;"PAPUA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";28.542925723793;PAPUA
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";10.85941881659;INDONESIA
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";17.081156282513;ACEH
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";10.529644728282;"SUMATERA UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";7.3108905612978;"SUMATERA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";8.4211710712316;RIAU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";8.863624640208;JAMBI
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";14.248106755709;"SUMATERA SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";17.88473512077;BENGKULU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";14.349209136824;LAMPUNG
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";5.4029654617701;"KEP. BANGKA BELITUNG"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";6.2398295234405;"KEP. RIAU"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";3.9345770536792;"DKI JAKARTA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";9.5345782605978;"JAWA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";13.578955825238;"JAWA TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";14.91;"DI YOGYAKARTA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";12.343353011927;"JAWA TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";5.9044904244963;BANTEN
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";4.7429533945853;BALI
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";17.098157418618;"NUSA TENGGARA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";22.611612177742;"NUSA TENGGARA TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";8.0328244997149;"KALIMANTAN BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";5.9366622051263;"KALIMANTAN TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";4.9888600662412;"KALIMANTAN SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";6.2303076844734;"KALIMANTAN TIMUR"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";6.2363482649922;"KALIMANTAN UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";8.6472435172315;"SULAWESI UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";14.664911340981;"SULAWESI TENGAH"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";9.3851380549029;"SULAWESI SELATAN"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";12.898644633292;"SULAWESI TENGGARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";18.32492877089;GORONTALO
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";12.395904542312;"SULAWESI BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";19.514525607734;MALUKU
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";6.8377428892968;"MALUKU UTARA"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";25.821076620069;"PAPUA BARAT"
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";28.166517881877;PAPUA
"Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";11.223690028576;INDONESIA
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;70.67;ACEH
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;77.16;"SUMATERA UTARA"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;65.96;"SUMATERA BARAT"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;66.91;RIAU
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;65.85;JAMBI
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;67.07;"SUMATERA SELATAN"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;64.88;BENGKULU
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;62.42;LAMPUNG
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;66.87;"KEP. BANGKA BELITUNG"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;73.93;"KEP. RIAU"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;87.71;"DKI JAKARTA"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;67.05;"JAWA BARAT"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;58.75;"JAWA TENGAH"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;87.92;"DI YOGYAKARTA"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;66.87;"JAWA TIMUR"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;66.02;BANTEN
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;76.59;BALI
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;61;"NUSA TENGGARA BARAT"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;38.47;"NUSA TENGGARA TIMUR"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;58.4;"KALIMANTAN BARAT"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;61.88;"KALIMANTAN TENGAH"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;67.81;"KALIMANTAN SELATAN"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;74;"KALIMANTAN TIMUR"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;54.8;"KALIMANTAN UTARA"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;66.66;"SULAWESI UTARA"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;53.73;"SULAWESI TENGAH"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;68.32;"SULAWESI SELATAN"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;65.97;"SULAWESI TENGGARA"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;45.12;GORONTALO
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;55.18;"SULAWESI BARAT"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;72.08;MALUKU
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;67.1;"MALUKU UTARA"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;57.07;"PAPUA BARAT"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;39.01;PAPUA
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMA / Sederajat";2022;Tahun;66.13;INDONESIA
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMP / Sederajat";2022;Tahun;97.63;ACEH
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMP / Sederajat";2022;Tahun;92.84;"SUMATERA UTARA"
"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi";"SMP / Sederajat";2022;Tahun;88.83;"SUMATERA BARAT"
